lme_id,lme_name,specieskey,species_name,weighted_em_status,model,growth
13,Mediterranean Sea,7B7ZG,Synaptula reciprocans,31.5,GAM,1.1152888950593005
13,Mediterranean Sea,6CY2M,Diplodus vulgaris,31.5,GAM,1.1025856842703883
13,Mediterranean Sea,59435,Tritia neritea,31.5,GAM,1.1001869990209965
13,Mediterranean Sea,688WN,Atherina boyeri,31.5,GAM,1.0955570820824474
13,Mediterranean Sea,R48N,Carcinus maenas,31.5,GAM,1.0921965898523098
13,Mediterranean Sea,7GD2B,Zebrus zebrus,31.5,GAM,1.0847973650886806
13,Mediterranean Sea,738Y7,Melibe viridis,31.5,GAM,1.083607725870252
13,Mediterranean Sea,3FZJF,Gibbula ardens,31.5,GAM,1.077671577046286
13,Mediterranean Sea,PS2Z,Calliostoma zizyphinum,31.5,GAM,1.0739702942868405
13,Mediterranean Sea,79VXT,Scarus ghobban,31.5,GAM,1.0683316320904275
13,Mediterranean Sea,MSSL,Brachidontes pharaonis,31.5,GAM,1.0667570328175275
13,Mediterranean Sea,TRZ5,Cheilodipterus novemstriatus,31.5,GAM,1.0584009921586504
13,Mediterranean Sea,4JP4M,Platycephalus indicus,31.5,GAM,1.0514680186016263
13,Mediterranean Sea,4YF8Y,Sparus aurata,31.5,GAM,1.049121947481261
13,Mediterranean Sea,4RSPZ,Reptadeonella violacea,31.5,GAM,1.039603374135622
13,Mediterranean Sea,TVBX,Chelon labrosus,31.5,GAM,1.0362550445344132
13,Mediterranean Sea,LY3S,Bivetiella cancellata,31.5,GAM,1.0258284056352622
13,Mediterranean Sea,52CCT,Stephanolepis diaspros,31.5,GAM,1.0217154985130188
13,Mediterranean Sea,S6DTJ,Pseudo-nitzschia australis,29,GAM,1.0030495725021256
13,Mediterranean Sea,79PJZ,Sarpa salpa,27.5,GAM,1.0531828174522644
13,Mediterranean Sea,78LBQ,Pteragogus trispilus,27.5,GAM,1.0329020633083001
13,Mediterranean Sea,5ZYZX,Corbicula fluminalis,27,GAM,1.4573124706031675
13,Mediterranean Sea,446DR,Monocorophium insidiosum,27,GAM,0.9240522813383226
13,Mediterranean Sea,3R8JQ,Kirkegaardia dorsobranchialis,27,GAM,
13,Mediterranean Sea,4M3CW,Potamilla torelli,27,GAM,
13,Mediterranean Sea,6D7D3,Diodora ruppellii,26.5,GAM,1.4018862511723642
13,Mediterranean Sea,VFD7,Ciona robusta,26.5,GAM,1.2286453512046025
13,Mediterranean Sea,5WJTR,Beroe ovata,26.5,GAM,1.1227586450490183
13,Mediterranean Sea,6L2HF,Gonioinfradens giardi,26.5,decision rules,
13,Mediterranean Sea,N7ZH7,Dictyota cyanoloma,25.5,GAM,1.250407781281501
13,Mediterranean Sea,MMNXQ,Balanus trigonus,25.5,GAM,
13,Mediterranean Sea,53R5D,Symplegma brakenhielmi,24.5,GAM,1.3567198903732276
13,Mediterranean Sea,MPMV,Botrylloides leachii,23.5,decision rules,
13,Mediterranean Sea,MPMK,Botrylloides diegensis,22.5,GAM,1.210446830781376
13,Mediterranean Sea,J98K,Atergatis roseus,22.5,GAM,1.1306467207134585
13,Mediterranean Sea,9GQWD,Palaemon elegans,22.5,GAM,1.0491427739441008
13,Mediterranean Sea,6HVS2,Ficopomatus enigmaticus,22.5,GAM,0.9986038747460958
13,Mediterranean Sea,773T8,Percnon gibbesi,22.5,GAM,0.9919667687003916
13,Mediterranean Sea,XRF9,Conomurex persicus,22.5,GAM,0.9451607713067657
13,Mediterranean Sea,44M44,Murex forskoehlii,22.5,GAM,0.8456932399423984
13,Mediterranean Sea,LQ348,Asparagopsis armata,22.5,GAM,0.8315266008825731
13,Mediterranean Sea,FNWY,Aplidium glabrum,22.5,decision rules,
13,Mediterranean Sea,3KV39,Heniochus intermedius,21,decision rules,
13,Mediterranean Sea,3YFLW,Matuta victor,20,GAM,1.048535412294175
13,Mediterranean Sea,358C6,Diadumene lineata,20,GAM,1.0325941218812633
13,Mediterranean Sea,4XPGQ,Siphonaria pectinata,19.5,GAM,1.1299447135426843
13,Mediterranean Sea,4HVTW,Pilumnus hirtellus,19.5,GAM,1.1094701643981915
13,Mediterranean Sea,7Q5KP,Antiopella cristata,19.5,GAM,1.0778285484591739
13,Mediterranean Sea,4KZVJ,Polyandrocarpa zorritensis,19.5,GAM,1.069172874258402
13,Mediterranean Sea,4FS5C,Phallusia mammillata,19.5,GAM,1.0523462891097275
13,Mediterranean Sea,3KZ74,Herklotsichthys punctatus,19.5,GAM,1.0431126056817355
13,Mediterranean Sea,48SD8,Odonus niger,19.5,decision rules,
13,Mediterranean Sea,7CP97,Triacanthus biaculeatus,19.5,decision rules,
13,Mediterranean Sea,92RN,Acanthurus xanthopterus,19.5,decision rules,
13,Mediterranean Sea,LY29,Biuve fulvipunctata,19.5,decision rules,
13,Mediterranean Sea,6ZMPN,Stenothoe gallensis,18.5,decision rules,
13,Mediterranean Sea,7FFDN,Vanderhorstia mertensi,18.5,decision rules,
13,Mediterranean Sea,8VC8J,Saron marmoratus,18.5,decision rules,
13,Mediterranean Sea,SDPG,Cephalopholis taeniops,18.5,decision rules,
13,Mediterranean Sea,7935Q,Rana dalmatina,18,GAM,0.7910179460161391
13,Mediterranean Sea,6YN5N,Siganus rivulatus,18,GAM,0.6055726615811937
13,Mediterranean Sea,6NBLQ,Istiblennius meleagris,17.5,GAM,0.9781455652711047
13,Mediterranean Sea,76JN9,Pennaria disticha,17.5,GAM,0.9321494831389042
13,Mediterranean Sea,4L63Z,Polydora hoplura,17.5,decision rules,
13,Mediterranean Sea,3XNGV,Malleus regula,17,decision rules,
13,Mediterranean Sea,8L46,Ablennes hians,17,decision rules,
13,Mediterranean Sea,3QN26,Jassa slatteryi,16.5,GAM,0.9254115559799625
13,Mediterranean Sea,53873,Styela canopus,16.5,GAM,0.9207912617238108
13,Mediterranean Sea,9XW52,Penaeus aztecus,16,decision rules,
13,Mediterranean Sea,TRJJ4,Undaria pinnatifida,15.5,GAM,1.0448891380500778
13,Mediterranean Sea,525XX,Stenothoe georgiana,15.5,decision rules,
13,Mediterranean Sea,MPNZ,Botrylloides violaceus,15,GAM,1.9450731644718697
13,Mediterranean Sea,4PFGR,Pseudupeneus prayensis,15,decision rules,
13,Mediterranean Sea,725YR,Leucos aula,15,decision rules,
13,Mediterranean Sea,8YV5,Acanthopagrus bifasciatus,15,decision rules,
13,Mediterranean Sea,BSN6,Alitta succinea,15,decision rules,
13,Mediterranean Sea,84MWV,Chrysaora pseudoocellata,14,decision rules,
13,Mediterranean Sea,ZJCF,Crisularia plumosa,14,decision rules,
13,Mediterranean Sea,N4VRP,Codium fragile,13.5,GAM,1.2034022855670925
13,Mediterranean Sea,7QHBL,Bursatella leachii,13.5,GAM,0.9738623203066945
13,Mediterranean Sea,3GW5Z,Goniobranchus obsoletus,13,decision rules,
13,Mediterranean Sea,YSDX,Coryphellina rubrolineata,13,decision rules,
13,Mediterranean Sea,58N2C,Triconia umerus,12.5,decision rules,
13,Mediterranean Sea,5WVDL,Calocalanus pavoninus,12,GAM,0.9467719623551963
13,Mediterranean Sea,3F8NP,Gammogobius steinitzi,12,decision rules,
13,Mediterranean Sea,4224W,Mesochaetopterus rogeri,12,decision rules,
13,Mediterranean Sea,456PK,Myra subgranulata,11.5,decision rules,
13,Mediterranean Sea,6YJBJ,Seriola fasciata,10.5,GAM,1.005715391456194
13,Mediterranean Sea,6YMVB,Siganus luridus,10.5,GAM,1.0026955630265846
13,Mediterranean Sea,3P33V,Hypselodoris infucata,10.5,GAM,1.000755794597954
13,Mediterranean Sea,6J77G,Fistularia commersonii,10.5,GAM,0.9973513212911126
13,Mediterranean Sea,39NJT,Enchelycore anatina,10.5,GAM,0.9942759794325102
13,Mediterranean Sea,5YHDK,Chromogobius zebratus,10.5,GAM,0.9843551491678337
13,Mediterranean Sea,4VTWY,Scomberomorus commerson,10.5,GAM,0.983220786886571
13,Mediterranean Sea,6G5LM,Epinephelus caninus,10.5,GAM,0.9769538200535599
13,Mediterranean Sea,4LCTF,Polyophthalmus pictus,10.5,GAM,0.9655290651126632
13,Mediterranean Sea,3JFLP,Halophila stipulacea,10.5,GAM,0.9648482794695229
13,Mediterranean Sea,6W6JT,Pomadasys incisus,10.5,GAM,0.9622957946128825
13,Mediterranean Sea,VV7H,Clavelina dellavallei,10.5,GAM,0.9578989767261886
13,Mediterranean Sea,3GW52,Goniobranchus annulatus,10.5,GAM,0.9577314871018306
13,Mediterranean Sea,Q76B,Calyptraea chinensis,10.5,GAM,0.9508869088816567
13,Mediterranean Sea,48L55,Oculina patagonica,10.5,GAM,0.9399565986337367
13,Mediterranean Sea,YZCQ,Cotylorhiza erythraea,10.5,GAM,0.9361481308105424
13,Mediterranean Sea,77FKP,Phyllorhiza punctata,10.5,GAM,0.9315132283878927
13,Mediterranean Sea,663JW,Agetus typicus,10.5,GAM,0.9149300695748734
13,Mediterranean Sea,3RX94,Lagocephalus suezensis,10.5,GAM,0.8828571753812657
13,Mediterranean Sea,4Z2LF,Sphyraena chrysotaenia,10.5,GAM,0.8814490664180902
13,Mediterranean Sea,6DHDK,Dorvillea similis,10.5,GAM,0.8611479890685588
13,Mediterranean Sea,5ZLQH,Coleusia signata,10.5,GAM,0.8524437351355362
13,Mediterranean Sea,92PN,Acanthurus monroviae,10.5,GAM,0.8212998338200396
13,Mediterranean Sea,7DLS5,Upeneus moluccensis,10.5,GAM,0.8033354978292805
13,Mediterranean Sea,D626,Amphistegina lobifera,10.5,GAM,0.7977321704919549
13,Mediterranean Sea,FB5F,Aphanius fasciatus,10.5,GAM,0.7973121732110952
13,Mediterranean Sea,PX2G,Calocalanus plumulosus,10.5,GAM,0.7850147883439318
13,Mediterranean Sea,6WWSX,Rissoina bertholleti,10.5,GAM,0.7680271784402772
13,Mediterranean Sea,4XDQP,Sillago suezensis,10.5,GAM,0.761551747370599
13,Mediterranean Sea,MB27H,Caulerpa taxifolia,10.5,GAM,0.753763250536986
13,Mediterranean Sea,BNXS,Alepes djedaba,10.5,GAM,0.6938497313761532
13,Mediterranean Sea,FZX4,Aquilonastra burtoni,10.5,GAM,0.6764104022749711
13,Mediterranean Sea,4CP6R,Paracerceis sculpta,10.5,GAM,0.5870078899125841
13,Mediterranean Sea,3JBV8,Halichoerus grypus,10.5,decision rules,
13,Mediterranean Sea,6VWWD,Priacanthus sagittarius,10.5,decision rules,
13,Mediterranean Sea,3RX8X,Lagocephalus sceleratus,8,GAM,0.7184173628092517
13,Mediterranean Sea,4L3W7,Polycerella emertoni,7.5,GAM,0.5114262005716267
13,Mediterranean Sea,SXGX,Cereus pedunculatus,6,GAM,0.9300242028296135
13,Mediterranean Sea,Z4FP,Crambe crambe,6,GAM,0.9144249336986553
13,Mediterranean Sea,6WYS2,Sabella spallanzanii,6,GAM,0.8965598912378583
13,Mediterranean Sea,YNT5,Corycaeus clausi,6,GAM,0.8785701079336907
13,Mediterranean Sea,6TNVH,Paracalanus nanus,6,GAM,0.8586274527079221
13,Mediterranean Sea,6RVDM,Necora puber,6,GAM,0.8474383051400516
13,Mediterranean Sea,49FLG,Oncaea mediterranea,6,GAM,0.8468057350627064
13,Mediterranean Sea,4925M,Oithona plumifera,6,GAM,0.7807092704907925
13,Mediterranean Sea,7WLRT,Procambarus clarkii,6,GAM,0.764475913284103
13,Mediterranean Sea,6K3WF,Fulvia fragilis,6,GAM,0.7606742499886268
13,Mediterranean Sea,53WJY,Syngnathus abaster,6,GAM,0.7550606940863764
13,Mediterranean Sea,4WR9Q,Septifer cumingii,6,GAM,0.6811383540060064
13,Mediterranean Sea,BSQH5,Watersipora subatra,6,GAM,0.6422188756905565
13,Mediterranean Sea,M9ZRK,Caulerpa prolifera,6,GAM,0.6224144160222198
13,Mediterranean Sea,7DTG3,Urocorycaeus furcifer,6,GAM,0.6185019728475449
13,Mediterranean Sea,58MZR,Triconia dentipes,6,GAM,0.5830017945990901
13,Mediterranean Sea,3NHYZ,Hymeniacidon perlevis,6,GAM,0.5789467141180202
13,Mediterranean Sea,PX2R,Calocalanus tenuis,6,GAM,0.5722680967580293
13,Mediterranean Sea,65RJW,Agetus flaccus,6,GAM,0.5555868449130673
13,Mediterranean Sea,7DM4K,Upeneus pori,6,GAM,0.48483448122633865
13,Mediterranean Sea,3X99P,Macrorhynchia philippina,6,GAM,0.4357173712212392
13,Mediterranean Sea,34D2F,Decapterus russelli,6,GAM,0.34923032850514785
13,Mediterranean Sea,57GHQ,Torquigener flavimaculosus,4.5,GAM,0.9765946133544869
13,Mediterranean Sea,53ML9,Syllidia armata,4.5,GAM,0.7920074951208734
13,Mediterranean Sea,4D6PW,Paranthura japonica,4.5,GAM,0.7816510421860363
13,Mediterranean Sea,6YMS7,Sigambra parva,4.5,GAM,0.6596863062777047
13,Mediterranean Sea,CFJXC,Calocalanus pavo,4.5,GAM,
13,Mediterranean Sea,75SSX,Parupeneus forsskali,2,GAM,1.0609119471155628
13,Mediterranean Sea,3GQ9Z,Gobius xanthocephalus,0,GAM,0.9277306738544855
13,Mediterranean Sea,3256V,Ctenocalanus vanus,0,GAM,0.9046915294408328
13,Mediterranean Sea,NPRJ,Bugula neritina,0,GAM,0.8587355947165585
13,Mediterranean Sea,6WVVY,Rhopilema nomadica,0,GAM,0.8239753624813315
13,Mediterranean Sea,4GRZN,Phoronis hippocrepia,0,GAM,0.7464071316876177
13,Mediterranean Sea,6WTNK,Rhinoclavis kochi,0,GAM,0.7251276238361064
13,Mediterranean Sea,4PWV4,Pterois miles,0,GAM,0.7143810538701295
13,Mediterranean Sea,FT9T,Apogonichthyoides pharaonis,0,GAM,0.6752740946282971
13,Mediterranean Sea,52F56,Sternaspis scutata,0,GAM,0.6546085513420566
13,Mediterranean Sea,3DJK6,Exaiptasia diaphana,0,GAM,0.6443034872967863
13,Mediterranean Sea,4LQMJ,Pomadasys stridens,0,GAM,0.6352744608911609
13,Mediterranean Sea,6RMTQ,Mobula mobular,0,GAM,0.6213750858950562
13,Mediterranean Sea,3KYK3,Herdmania momus,0,GAM,0.5985987522290448
13,Mediterranean Sea,SXTX7,Sphaerococcus coronopifolius,0,GAM,0.5941634624321818
13,Mediterranean Sea,3Y7LV,Marivagia stellata,0,GAM,0.5810750460775184
13,Mediterranean Sea,783MS,Plotosus lineatus,0,GAM,0.5751932348564595
13,Mediterranean Sea,6F5ZX,Elysia ornata,0,GAM,0.5622832755087146
13,Mediterranean Sea,53D7D,Suberites massa,0,GAM,0.49039152843877515
13,Mediterranean Sea,46829,Nemipterus randalli,0,GAM,0.46905249590219183
13,Mediterranean Sea,3HRQS,Gymnodinium catenatum,0,GAM,0.45181853649691095
13,Mediterranean Sea,6J6V6,Fistularia petimba,0,GAM,0.39617868871479217
14,Iberian Coastal,TRJJ4,Undaria pinnatifida,31.5,GAM,1.43316574888763
14,Iberian Coastal,6W6JT,Pomadasys incisus,31.5,GAM,1.3351059750122145
14,Iberian Coastal,44RHY,Mya arenaria,31.5,GAM,1.2873293860633443
14,Iberian Coastal,Q76B,Calyptraea chinensis,31.5,GAM,1.2288941156099114
14,Iberian Coastal,59435,Tritia neritea,31.5,GAM,1.20661902128747
14,Iberian Coastal,N4VRP,Codium fragile,31.5,GAM,1.1698491305215117
14,Iberian Coastal,4XPGQ,Siphonaria pectinata,31.5,GAM,1.162025959937238
14,Iberian Coastal,9GQWD,Palaemon elegans,31.5,GAM,1.158548124126344
14,Iberian Coastal,6KZCH,Haliotis tuberculata,31.5,GAM,1.1570947451405404
14,Iberian Coastal,PS2Z,Calliostoma zizyphinum,31.5,GAM,1.1515132535376527
14,Iberian Coastal,LSKVH,Austrominius modestus,31.5,GAM,1.140567338256919
14,Iberian Coastal,3VNQM,Littorina obtusata,31.5,GAM,1.1256673585757424
14,Iberian Coastal,SXGX,Cereus pedunculatus,31.5,GAM,1.1243785670088953
14,Iberian Coastal,4GRD8,Phorcus sauciatus,31.5,GAM,1.1191259290955058
14,Iberian Coastal,PGMCT,Fucus serratus,31.5,GAM,1.0888788727879917
14,Iberian Coastal,LQ348,Asparagopsis armata,31.5,GAM,1.0885020904154945
14,Iberian Coastal,TVBX,Chelon labrosus,31.5,GAM,1.0519650197044967
14,Iberian Coastal,36WJ4,Distaplia bermudensis,31.5,decision rules,
14,Iberian Coastal,5387D,Styela clava,28.5,GAM,1.2744232082410532
14,Iberian Coastal,5BV6H,Watersipora subtorquata,26.5,decision rules,
14,Iberian Coastal,N6PH,Branchiomma luctuosum,24,GAM,2.2610335597484714
14,Iberian Coastal,6WYS2,Sabella spallanzanii,22.5,GAM,0.9802573685925533
14,Iberian Coastal,YSGX,Coryphoblennius galerita,22.5,GAM,0.9538913113069786
14,Iberian Coastal,4YF8Y,Sparus aurata,22.5,GAM,0.9059056574544687
14,Iberian Coastal,SXTX7,Sphaerococcus coronopifolius,22.5,GAM,0.8876401668658485
14,Iberian Coastal,4HVTW,Pilumnus hirtellus,22.5,GAM,0.8281902455555449
14,Iberian Coastal,7WLRT,Procambarus clarkii,22.5,GAM,0.8154961284310202
14,Iberian Coastal,N7ZH7,Dictyota cyanoloma,22.5,GAM,0.7668669217397928
14,Iberian Coastal,M9Y66,Caulacanthus okamurae,22.5,decision rules,
14,Iberian Coastal,MPMK,Botrylloides diegensis,21,decision rules,
14,Iberian Coastal,38PCQ,Ecteinascidia turbinata,20.5,decision rules,
14,Iberian Coastal,4CMHV,Parablennius incognitus,19.5,decision rules,
14,Iberian Coastal,53WJY,Syngnathus abaster,19.5,decision rules,
14,Iberian Coastal,6T3K7,Opuntia elatior,19.5,decision rules,
14,Iberian Coastal,QSCF,Caprella mutica,19.5,decision rules,
14,Iberian Coastal,NPRJ,Bugula neritina,18.5,decision rules,
14,Iberian Coastal,M9ZRK,Caulerpa prolifera,18,GAM,1.261924735032259
14,Iberian Coastal,79PJZ,Sarpa salpa,18,GAM,0.7679576577481515
14,Iberian Coastal,6BVN8,Cynoscion regalis,17.5,decision rules,
14,Iberian Coastal,7CWT9,Truncatella subcylindrica,17.5,decision rules,
14,Iberian Coastal,K7PV,Baccharis spicata,17.5,decision rules,
14,Iberian Coastal,MMNXQ,Balanus trigonus,17.5,decision rules,
14,Iberian Coastal,Z4FP,Crambe crambe,14,decision rules,
14,Iberian Coastal,R48N,Carcinus maenas,13.5,GAM,1.0009316732908853
14,Iberian Coastal,34TT2,Dentex canariensis,13.5,GAM,0.0380378033913046
14,Iberian Coastal,42Z4T,Micromesistius poutassou,10.5,GAM,0.9019990352566335
14,Iberian Coastal,RCDCN,Perforatus perforatus,10.5,GAM,0.8714058722686983
14,Iberian Coastal,6RVDM,Necora puber,10.5,GAM,0.8656392847550531
14,Iberian Coastal,7Q5KP,Antiopella cristata,10.5,GAM,0.8538445679093017
14,Iberian Coastal,3JBV8,Halichoerus grypus,10.5,GAM,0.8377945499438562
14,Iberian Coastal,ML9NC,Chondria coerulescens,10.5,GAM,0.7926459139934803
14,Iberian Coastal,6HVS2,Ficopomatus enigmaticus,10.5,GAM,0.6503773870099704
14,Iberian Coastal,4GRZN,Phoronis hippocrepia,10.5,decision rules,
14,Iberian Coastal,S6DTJ,Pseudo-nitzschia australis,10.5,decision rules,
14,Iberian Coastal,VFD7,Ciona robusta,10.5,decision rules,
14,Iberian Coastal,4FS5C,Phallusia mammillata,8,GAM,0.7410819284249409
14,Iberian Coastal,M9Y6S,Caulacanthus ustulatus,6,GAM,0.7368626202165016
14,Iberian Coastal,3KP8C,Hemigrapsus takanoi,6,GAM,0.6346183255570287
14,Iberian Coastal,9XW6F,Penaeus kerathurus,6,GAM,0.5951534592940749
14,Iberian Coastal,3T7JW,Lepadogaster candolii,6,GAM,0.5905092159313567
14,Iberian Coastal,3GQ9Z,Gobius xanthocephalus,6,GAM,0.5507820768051943
14,Iberian Coastal,MVLMW,Chthamalus stellatus,6,GAM,0.5391671887802536
14,Iberian Coastal,6Z55C,Solea senegalensis,6,GAM,0.5079939231308086
14,Iberian Coastal,5D2L9,Zenopsis conchifer,4.5,GAM,0.7892170271862974
14,Iberian Coastal,6CY2M,Diplodus vulgaris,3.5,GAM,0.7469844268580585
14,Iberian Coastal,4Z2GH,Sphoeroides pachygaster,1.5,GAM,0.6353899747060352
14,Iberian Coastal,7935Q,Rana dalmatina,0,GAM,0.5417918884364461
50,Faroe Plateau,42Z4T,Micromesistius poutassou,21,decision rules,
50,Faroe Plateau,32WFN,Cyclopterus lumpus,17.5,decision rules,
50,Faroe Plateau,R48N,Carcinus maenas,14.5,decision rules,
50,Faroe Plateau,3JBV8,Halichoerus grypus,10.5,GAM,0.8253754313793626
53,Norwegian Sea,564M4,Tharyx killariensis,31.5,GAM,1.330043683013562
53,Norwegian Sea,PS2Z,Calliostoma zizyphinum,31.5,GAM,1.2186698455588896
53,Norwegian Sea,R48N,Carcinus maenas,31.5,GAM,1.1933653292194168
53,Norwegian Sea,B29V,Agonus cataphractus,31.5,GAM,1.1505403316465228
53,Norwegian Sea,PGHVY,Fucus distichus,31.5,GAM,1.0966562216773645
53,Norwegian Sea,PGMCT,Fucus serratus,31.5,GAM,1.087577330273958
53,Norwegian Sea,SHPCB,Rhizosolenia setigera,31.5,GAM,1.0502811275346136
53,Norwegian Sea,42Z4T,Micromesistius poutassou,30.5,GAM,0.9889562001236175
53,Norwegian Sea,LBG2M,Apedinella radians,27,GAM,
53,Norwegian Sea,52F56,Sternaspis scutata,27,decision rules,
53,Norwegian Sea,PHYYY,Halosiphon tomentosus,23,decision rules,
53,Norwegian Sea,44RHY,Mya arenaria,22.5,GAM,1.0750204186974117
53,Norwegian Sea,36PZC,Dipolydora quadrilobata,22.5,GAM,0.9852156270791981
53,Norwegian Sea,TPF2X,Vertebrata fucoides,22.5,GAM,0.8768590418719212
53,Norwegian Sea,Q9CYR,Karlodinium veneficum,21,GAM,
53,Norwegian Sea,3BT78,Euchone incolor,21,decision rules,
53,Norwegian Sea,3JBV8,Halichoerus grypus,19.5,GAM,1.022286168716776
53,Norwegian Sea,65BGC,Aetea truncata,19.5,decision rules,
53,Norwegian Sea,79WZK,Schizoporella japonica,17.5,decision rules,
53,Norwegian Sea,RWNKZ,Prorocentrum cordatum,17.5,decision rules,
53,Norwegian Sea,RVKDP,Pronoctiluca pelagica,16,decision rules,
53,Norwegian Sea,VJY5B,Lessardia elongata,16,decision rules,
53,Norwegian Sea,L9NRY,Alexandrium minutum,15,decision rules,
53,Norwegian Sea,4VZML,Scruparia ambigua,12.5,decision rules,
53,Norwegian Sea,4VRP9,Scolelepis korsuni,10.5,GAM,0.9584513029935077
53,Norwegian Sea,36PZF,Dipolydora socialis,10.5,GAM,0.9421306077550706
53,Norwegian Sea,RZPNM,Porphyra umbilicalis,10.5,GAM,0.9356711844488979
53,Norwegian Sea,9GQWD,Palaemon elegans,10.5,GAM,0.9190404425414208
53,Norwegian Sea,32WFN,Cyclopterus lumpus,10.5,GAM,0.9098310506065341
53,Norwegian Sea,59K2N,Tubularia indivisa,10.5,GAM,0.90396870748157
53,Norwegian Sea,6WGQH,Pseudopotamilla reniformis,10.5,GAM,0.8201227834574498
53,Norwegian Sea,NFCHP,Ectocarpus siliculosus,10.5,decision rules,
53,Norwegian Sea,Q9BCD,Karenia mikimotoi,8,GAM,0.6128814794829344
53,Norwegian Sea,53ML9,Syllidia armata,4.5,GAM,0.7901883006425693
53,Norwegian Sea,7CXK2,Tubificoides benedii,2,GAM,1.0141905247820555
53,Norwegian Sea,N4VRP,Codium fragile,0,GAM,0.913086993278377
53,Norwegian Sea,MM697,Chorda filum,0,GAM,0.8269894361481734
53,Norwegian Sea,3VNQM,Littorina obtusata,0,GAM,0.8026603188577079
53,Norwegian Sea,T8WJW,Thalassiosira nordenskioeldii,0,GAM,0.7018576820304394
53,Norwegian Sea,472YS,Nephtys ciliata,0,GAM,0.6982168692676262
53,Norwegian Sea,L9NW8,Alexandrium tamarense,0,GAM,0.6352851401278848
53,Norwegian Sea,QSCF,Caprella mutica,0,GAM,0.36502695374196353
54,Barents Sea,T8WJW,Thalassiosira nordenskioeldii,31.5,GAM,1.6378292151342788
54,Barents Sea,472YS,Nephtys ciliata,31.5,GAM,1.2498822479370018
54,Barents Sea,PGMCT,Fucus serratus,31.5,GAM,1.2212026935482594
54,Barents Sea,LWMWN,Asterionellopsis glacialis,31.5,GAM,1.1950895627385127
54,Barents Sea,NFCHP,Ectocarpus siliculosus,31.5,GAM,1.1837237214337166
54,Barents Sea,PHYYY,Halosiphon tomentosus,31.5,GAM,1.1762920099688319
54,Barents Sea,RZPNM,Porphyra umbilicalis,31.5,GAM,1.172835266428186
54,Barents Sea,3JBV8,Halichoerus grypus,31.5,GAM,1.154544005749154
54,Barents Sea,42Z4T,Micromesistius poutassou,31.5,GAM,1.1478706114180848
54,Barents Sea,MM697,Chorda filum,31.5,GAM,1.1379171081861084
54,Barents Sea,44RHY,Mya arenaria,31.5,GAM,1.1253942384101325
54,Barents Sea,PGJ56,Fucus evanescens,31.5,GAM,1.0707782205793772
54,Barents Sea,7CXK2,Tubificoides benedii,31.5,GAM,1.0360779406504381
54,Barents Sea,36PZC,Dipolydora quadrilobata,31.5,GAM,1.029672111656825
54,Barents Sea,32WFN,Cyclopterus lumpus,31.5,GAM,1.0273366992220758
54,Barents Sea,59K2N,Tubularia indivisa,28,GAM,
54,Barents Sea,R48N,Carcinus maenas,26.5,GAM,1.0591612261004688
54,Barents Sea,3VNQM,Littorina obtusata,22.5,GAM,0.9929720644812849
54,Barents Sea,3BT78,Euchone incolor,21,decision rules,
54,Barents Sea,B29V,Agonus cataphractus,21,decision rules,
54,Barents Sea,L9NRY,Alexandrium minutum,21,decision rules,
54,Barents Sea,PGHVY,Fucus distichus,15,GAM,
54,Barents Sea,MV9KS,Coscinodiscus wailesii,14.5,decision rules,
54,Barents Sea,53ML9,Syllidia armata,14,decision rules,
54,Barents Sea,B3JCD,Paralithodes camtschaticus,13,GAM,
54,Barents Sea,LBG2M,Apedinella radians,11.5,decision rules,
54,Barents Sea,4VRP9,Scolelepis korsuni,10.5,GAM,0.8888817366947538
54,Barents Sea,N4VRP,Codium fragile,10.5,GAM,0.870538475534673
54,Barents Sea,564M4,Tharyx killariensis,10.5,GAM,0.8219331966008376
54,Barents Sea,SKMYS,Pterosperma cristatum,10.5,GAM,0.7985920422805911
54,Barents Sea,6WGQH,Pseudopotamilla reniformis,10.5,GAM,0.6373809426678703
54,Barents Sea,TB5V,Chaetoceros lorenzianus,10.5,decision rules,
54,Barents Sea,VJY5B,Lessardia elongata,6,GAM,0.6943155476829359
54,Barents Sea,QSCF,Caprella mutica,2.5,GAM,0.6985308740351944
54,Barents Sea,SHPCB,Rhizosolenia setigera,0,GAM,0.6674518507945083
54,Barents Sea,NFDLC,Dinobryon faculiferum,0,GAM,0.6330253115596085
54,Barents Sea,SHPG2,Rhizosolenia styliformis,0,GAM,0.6107488456317319
54,Barents Sea,36PZF,Dipolydora socialis,0,GAM,0.5808449200412398
54,Barents Sea,RVKDP,Pronoctiluca pelagica,0,GAM,0.5440292925556776
54,Barents Sea,RWNKZ,Prorocentrum cordatum,0,GAM,0.4576284832326595
54,Barents Sea,Q9BCD,Karenia mikimotoi,0,GAM,0.2778062402259285
54,Barents Sea,Q9CYR,Karlodinium veneficum,0,GAM,0.2555162059355898
54,Barents Sea,5XNK6,Chaetoceros concavicornis,0,GAM,0.24588340076427215
